season,week,celebrity_name,avg_judge_score,simulated_vote_share,rank_combination_rank,percentage_combination_rank
33,3,Joey Graziadei,8.750000,0.107375,1,2
33,3,Chandler Kinney,8.625000,0.110069,2,1
33,3,Stephen Nedoroscik,7.750000,0.097417,3,3
33,3,Jenn Tran,7.750000,0.095320,4,4
33,3,Brooks Nader,7.625000,0.095116,5,5
33,3,Danny Amendola,7.500000,0.094584,6,6
33,3,Ilona Maher,7.000000,0.088413,7,7
33,3,Phaedra Parks,7.000000,0.086682,8,8
33,3,Dwight Howard ,6.500000,0.082325,9,9
33,3,Eric Roberts,5.750000,0.074644,10,10
33,3,Reginald VelJohnson,5.250000,0.068054,11,11
33,4,Danny Amendola,9.000000,0.207109,1,1
33,4,Joey Graziadei,9.000000,0.172228,2,2
33,4,Stephen Nedoroscik,8.250000,0.089334,3,5
33,4,Chandler Kinney,8.000000,0.109110,4,4
33,4,Dwight Howard ,7.250000,0.176444,5,3
33,4,Jenn Tran,8.000000,0.077887,6,7
33,4,Ilona Maher,8.000000,0.089131,7,6
33,4,Phaedra Parks,8.000000,0.075329,8,8
33,4,Brooks Nader,8.000000,0.003428,9,9
33,5,Chandler Kinney,9.000000,0.131243,1,2
33,5,Joey Graziadei,8.666667,0.127030,2,5
33,5,Stephen Nedoroscik,8.000000,0.137560,3,4
33,5,Danny Amendola,8.500000,0.131053,4,3
33,5,Dwight Howard ,8.000000,0.152666,5,1
33,5,Ilona Maher,8.666667,0.122543,6,6
33,5,Jenn Tran,8.500000,0.124614,7,7
33,5,Phaedra Parks,8.000000,0.073291,8,8
33,6,Joey Graziadei,10.666667,0.180403,1,3
33,6,Chandler Kinney,10.666667,0.058225,2,5
33,6,Stephen Nedoroscik,9.333333,0.261113,3,2
33,6,Ilona Maher,8.000000,0.318737,4,1
33,6,Danny Amendola,9.333333,0.138761,5,4
33,6,Dwight Howard ,10.333333,0.036766,6,6
33,6,Jenn Tran,10.333333,0.005994,7,7
33,7,Chandler Kinney,10.000000,0.187998,1,1
33,7,Joey Graziadei,9.166667,0.167183,2,2
33,7,Stephen Nedoroscik,9.000000,0.168333,3,3
33,7,Ilona Maher,8.666667,0.164011,4,4
33,7,Danny Amendola,8.500000,0.163135,5,5
33,7,Dwight Howard ,8.000000,0.149340,6,6
33,8,Chandler Kinney,9.666667,0.210214,1,1
33,8,Joey Graziadei,9.666667,0.203396,2,2
33,8,Ilona Maher,9.500000,0.202368,3,3
33,8,Danny Amendola,9.000000,0.193459,4,4
33,8,Stephen Nedoroscik,8.833333,0.190563,5,5
33,9,Chandler Kinney,10.000000,0.209139,1,1
33,9,Stephen Nedoroscik,9.833333,0.202808,2,2
33,9,Joey Graziadei,9.833333,0.199069,3,3
33,9,Ilona Maher,9.500000,0.196227,4,4
33,9,Danny Amendola,9.333333,0.192757,5,5
34,1,Whitney Leavitt,7.500000,0.090976,1,1
34,1,Hilaria Baldwin,7.000000,0.084496,2,2
34,1,Lauren Jauregui,6.500000,0.081832,3,4
34,1,Alix Earle,6.500000,0.078755,4,5
34,1,Robert Irwin,7.500000,0.073064,5,3
34,1,Elaine Hendrix,6.000000,0.076335,6,6
34,1,Danielle Fishel,6.000000,0.076257,7,7
34,1,Jen Affleck,6.000000,0.073480,8,8
34,1,Jordan Chiles,5.000000,0.062873,9,11
34,1,Scott Hoying,5.000000,0.063503,10,9
34,1,Baron Davis,5.000000,0.063063,11,10
34,1,Dylan Efron,5.000000,0.061618,12,12
34,1,Corey Feldman,4.500000,0.058058,13,13
34,1,Andy Richter,4.500000,0.055689,14,14
34,2,Jordan Chiles,7.333333,0.080766,1,1
34,2,Jen Affleck,7.333333,0.079107,2,2
34,2,Whitney Leavitt,7.333333,0.078963,3,3
34,2,Elaine Hendrix,7.000000,0.078498,4,4
34,2,Lauren Jauregui,7.000000,0.077677,5,5
34,2,Alix Earle,7.000000,0.074737,6,7
34,2,Hilaria Baldwin,7.000000,0.074859,7,6
34,2,Robert Irwin,7.333333,0.063546,8,9
34,2,Dylan Efron,6.666667,0.071990,9,8
34,2,Danielle Fishel,6.333333,0.071208,10,10
34,2,Scott Hoying,6.000000,0.067069,11,11
34,2,Baron Davis,6.000000,0.066643,12,12
34,2,Andy Richter,5.333333,0.058198,13,13
34,2,Corey Feldman,5.000000,0.056739,14,14
34,3,Jordan Chiles,8.000000,0.094851,1,1
34,3,Whitney Leavitt,8.000000,0.093077,2,2
34,3,Dylan Efron,7.666667,0.091057,3,3
34,3,Alix Earle,7.666667,0.088481,4,4
34,3,Scott Hoying,7.333333,0.088546,5,6
34,3,Danielle Fishel,7.000000,0.092470,6,5
34,3,Hilaria Baldwin,7.333333,0.084800,7,7
34,3,Robert Irwin,7.333333,0.083063,8,9
34,3,Andy Richter,6.000000,0.090677,9,10
34,3,Elaine Hendrix,7.000000,0.087106,10,8
34,3,Jen Affleck,6.333333,0.079354,11,11
34,3,Lauren Jauregui,6.000000,0.026519,12,12
34,4,Whitney Leavitt,8.333333,0.132711,1,1
34,4,Alix Earle,8.000000,0.104323,2,4
34,4,Robert Irwin,7.333333,0.132433,3,2
34,4,Jordan Chiles,8.000000,0.092876,4,6
34,4,Elaine Hendrix,8.000000,0.070623,5,7
34,4,Danielle Fishel,7.000000,0.125536,6,3
34,4,Dylan Efron,7.666667,0.070671,7,8
34,4,Andy Richter,6.000000,0.122130,8,5
34,4,Jen Affleck,7.666667,0.070168,9,9
34,4,Scott Hoying,7.000000,0.075712,10,10
34,4,Hilaria Baldwin,7.666667,0.002817,11,11
34,5,Dylan Efron,9.000000,0.115281,1,1
34,5,Alix Earle,8.750000,0.111325,2,2
34,5,Whitney Leavitt,8.250000,0.106647,3,3
34,5,Jordan Chiles,8.000000,0.105388,4,4
34,5,Elaine Hendrix,7.500000,0.100951,5,6
34,5,Robert Irwin,8.750000,0.090628,6,5
34,5,Scott Hoying,7.500000,0.100011,7,7
34,5,Danielle Fishel,7.250000,0.097538,8,8
34,5,Jen Affleck,7.250000,0.094025,9,9
34,5,Andy Richter,6.000000,0.078206,10,10
34,6,Whitney Leavitt,9.750000,0.116560,1,1
34,6,Jordan Chiles,9.750000,0.114808,2,2
34,6,Elaine Hendrix,9.000000,0.111858,3,3
34,6,Danielle Fishel,9.000000,0.111738,4,4
34,6,Robert Irwin,9.000000,0.106170,5,5
34,6,Alix Earle,8.750000,0.103958,6,6
34,6,Andy Richter,6.750000,0.107357,7,9
34,6,Jen Affleck,8.000000,0.100804,8,7
34,6,Dylan Efron,8.000000,0.098009,9,8
34,6,Scott Hoying,7.000000,0.028738,10,10
34,7,Alix Earle,10.750000,0.181108,1,2
34,7,Whitney Leavitt,10.500000,0.186049,2,1
34,7,Jordan Chiles,9.500000,0.173285,3,3
34,7,Robert Irwin,10.250000,0.148087,4,5
34,7,Dylan Efron,9.500000,0.170252,5,4
34,7,Danielle Fishel,8.750000,0.002715,6,7
34,7,Andy Richter,7.250000,0.131524,7,6
34,7,Elaine Hendrix,8.000000,0.004367,8,9
34,7,Jen Affleck,8.500000,0.002613,9,8
34,8,Jordan Chiles,9.750000,0.152975,1,1
34,8,Whitney Leavitt,9.875000,0.150227,2,2
34,8,Alix Earle,9.625000,0.145999,3,3
34,8,Dylan Efron,9.500000,0.145673,4,5
34,8,Elaine Hendrix,9.375000,0.148395,5,4
34,8,Robert Irwin,9.500000,0.122291,6,6
34,8,Andy Richter,8.500000,0.132280,7,7
34,8,Danielle Fishel,9.250000,0.002159,8,8
34,9,Whitney Leavitt,10.500000,0.152516,1,2
34,9,Dylan Efron,10.500000,0.151848,2,3
34,9,Elaine Hendrix,9.000000,0.176739,3,1
34,9,Robert Irwin,10.500000,0.122662,4,6
34,9,Jordan Chiles,9.750000,0.145351,5,5
34,9,Alix Earle,10.000000,0.144729,6,4
34,9,Andy Richter,7.250000,0.106154,7,7
34,10,Elaine Hendrix,9.500000,0.214699,1,1
34,10,Robert Irwin,9.833333,0.171405,2,5
34,10,Alix Earle,9.666667,0.200931,3,3
34,10,Dylan Efron,9.166667,0.206740,4,4
34,10,Jordan Chiles,9.500000,0.203995,5,2
34,10,Whitney Leavitt,9.666667,0.002231,6,6
34,11,Jordan Chiles,9.888867,0.210572,1,1
34,11,Alix Earle,10.000000,0.206617,2,2
34,11,Elaine Hendrix,9.666600,0.209978,3,3
34,11,Robert Irwin,9.888867,0.168409,4,5
34,11,Dylan Efron,9.777733,0.204424,5,4
